Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Contract,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Premium Tech Support,Referred a Friend,Satisfaction Score,Senior Citizen,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Unlimited Data,Churn
21,85,36.06,5317,Month-to-Month,0,0,Male,1,Fiber Optic,37.827946,-122.107185,0,70.7,0,0,0,,0,0,0,0,Credit Card,1,0,0,1,0,0,0,0,2,140.7,0,72.12,0.0,212.82,1,1
38,17,0.0,4159,Two Year,0,1,Female,1,DSL,34.2112,-118.230625,1,51.35,0,0,10,Offer B,1,0,0,1,Credit Card,0,1,1,3,0,0,0,1,61,3244.4,0,0.0,0.0,3244.4,1,0
65,9,0.0,3920,Two Year,0,1,Male,1,Cable,38.065359,-122.665566,1,53.95,0,0,8,Offer B,1,0,1,1,Bank Withdrawal,0,0,1,3,1,1,1,1,41,2215.4,0,0.0,0.0,2215.4,1,0
39,53,23.52,6484,Month-to-Month,1,0,Male,1,Fiber Optic,39.025867,-123.381544,1,96.95,1,3,4,Offer B,1,0,1,1,Credit Card,1,1,1,5,0,0,0,1,56,5432.2,0,1317.12,0.0,6749.32,1,0
47,10,5.39,3953,Month-to-Month,0,0,Male,1,Fiber Optic,33.507255,-117.029473,0,90.7,0,0,0,,0,0,0,0,Credit Card,1,0,0,4,0,1,1,1,3,237.65,0,16.17,0.0,253.82,1,0
60,28,17.52,3325,One Year,0,0,Female,1,DSL,39.00978,-120.978273,0,58.2,0,0,0,,1,1,0,0,Bank Withdrawal,1,1,0,4,0,0,0,0,8,469.25,30,140.16,0.0,639.41,0,0
79,23,5.09,2407,Month-to-Month,0,0,Female,1,Fiber Optic,32.76501,-117.19938,0,74.4,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,1,1,0,0,0,22,1692.6,0,111.98,0.0,1804.58,0,1
33,5,28.83,5228,One Year,0,1,Male,1,Fiber Optic,33.778436,-118.118648,1,96.65,0,0,1,Offer D,0,0,1,1,Bank Withdrawal,1,0,1,5,0,1,1,1,17,1588.25,0,490.11,0.0,2078.36,1,0
74,10,11.91,5768,One Year,0,0,Female,1,Fiber Optic,38.922812,-121.312005,1,105.6,1,0,3,,1,1,1,1,Bank Withdrawal,1,0,1,3,1,1,1,1,67,7112.15,0,797.97,0.0,7910.12,1,0
63,18,39.77,3851,Month-to-Month,1,1,Female,1,DSL,37.653947,-118.231443,1,76.5,0,1,5,,1,0,0,1,Bank Withdrawal,1,1,1,5,0,1,1,1,15,1155.6,0,596.55,0.0,1752.15,1,0
59,22,49.95,4133,Month-to-Month,1,0,Male,1,Fiber Optic,38.375325,-121.507935,1,74.3,1,2,4,Offer B,0,0,1,1,Bank Withdrawal,1,0,1,5,0,0,0,0,57,4018.35,70,2847.15,0.0,6935.5,0,0
53,13,3.66,4262,Two Year,0,1,Male,1,DSL,36.917652,-119.593757,0,69.65,1,0,0,Offer A,1,1,0,0,Bank Withdrawal,1,1,0,5,0,0,0,0,72,4908.25,0,263.52,0.0,5171.77,1,0
29,51,5.93,4072,One Year,0,0,Male,1,Fiber Optic,39.559709,-120.345639,1,100.95,1,0,1,,0,0,1,1,Bank Withdrawal,1,1,1,3,0,1,1,1,19,1875.55,0,112.67,0.0,1988.22,1,1
41,0,39.59,4208,One Year,0,0,Female,0,,37.106902,-122.100006,0,20.25,0,0,0,,0,0,0,0,Credit Card,1,0,0,5,0,0,0,0,7,129.15,0,277.13,0.0,406.28,0,0
38,22,1.12,3608,Month-to-Month,0,0,Female,1,Fiber Optic,39.239818,-123.565432,1,85.75,0,0,1,Offer E,0,0,1,1,Bank Withdrawal,1,1,1,1,0,0,0,1,5,470.95,0,5.6,44.16,432.39,1,1
47,16,21.93,3445,Month-to-Month,0,0,Female,1,Fiber Optic,34.050198,-118.210946,0,79.55,1,0,0,Offer D,0,0,1,0,Credit Card,1,1,0,3,0,0,0,0,12,958.25,0,263.16,0.0,1221.41,1,0
54,0,17.43,5847,Two Year,1,0,Female,0,,39.873371,-123.741474,1,24.9,1,1,4,,0,0,1,1,Credit Card,1,0,1,5,0,0,0,0,67,1680.25,0,1167.81,0.0,2848.06,0,0
77,21,33.57,5352,One Year,0,1,Male,1,DSL,33.929812,-116.76058,1,84.8,1,0,5,,1,0,1,1,Bank Withdrawal,1,1,1,3,1,1,0,1,27,2309.55,0,906.39,0.0,3215.94,1,0
68,29,44.56,5896,Two Year,0,1,Male,1,Fiber Optic,38.107441,-120.230625,0,116.1,1,0,0,,1,1,1,0,Credit Card,1,1,0,3,1,1,0,1,67,7839.85,40,2985.52,0.0,10865.37,0,0
45,27,0.0,2136,Two Year,0,1,Male,1,DSL,33.817473,-117.810462,0,54.85,0,0,0,,1,1,0,0,Credit Card,0,1,0,4,0,0,0,1,16,916.15,0,0.0,0.0,916.15,1,0
33,23,18.0,2742,Month-to-Month,0,0,Female,1,Fiber Optic,34.213049,-118.317651,0,79.15,1,0,0,Offer E,1,0,1,0,Credit Card,1,0,0,4,0,0,0,0,1,79.15,60,18.0,0.0,157.15,0,0
42,0,27.65,3879,Two Year,1,0,Female,0,,37.553469,-120.952825,1,20.25,0,1,7,,0,0,0,1,Bank Withdrawal,1,0,1,3,0,0,0,0,46,890.35,0,1271.9,0.0,2162.25,0,0
53,0,38.51,5046,Two Year,1,0,Female,0,,34.647959,-117.296957,1,21.0,0,3,8,Offer B,0,0,0,1,Credit Card,1,0,1,3,0,0,0,0,55,1210.3,0,2118.05,0.0,3328.35,0,0
67,4,0.0,3244,Month-to-Month,0,0,Female,1,DSL,37.34667,-121.910019,0,34.7,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,0,0,0,1,1,1,0,0,10,329.8,0,0.0,0.0,329.8,1,1
52,0,1.44,3260,Two Year,1,0,Female,0,,36.863303,-121.781632,1,20.05,0,1,1,,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,47,1016.7,0,67.68,0.0,1084.38,0,0
54,23,5.01,4777,Two Year,1,1,Male,1,Fiber Optic,34.067932,-117.785168,1,94.35,1,2,2,Offer B,0,0,0,1,Bank Withdrawal,1,1,1,4,0,1,1,0,58,5563.65,0,290.58,0.0,5854.23,1,0
48,13,25.69,3286,Month-to-Month,0,0,Male,1,Fiber Optic,33.920907,-117.489426,0,100.3,1,0,0,,0,0,1,0,Bank Withdrawal,1,1,0,5,0,1,1,1,42,4222.95,0,1078.98,0.0,5301.93,1,0
57,11,15.92,5963,Month-to-Month,0,0,Female,1,Fiber Optic,33.885811,-118.206459,0,70.3,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,1,0,0,0,0,1,70.3,0,15.92,0.0,86.22,1,1
73,26,17.43,2505,Month-to-Month,0,1,Male,1,Fiber Optic,32.830852,-116.444601,1,103.0,1,0,1,Offer B,1,0,1,1,Bank Withdrawal,1,0,1,1,1,1,0,1,43,4414.3,0,749.49,0.0,5163.79,1,1
35,5,0.0,4529,One Year,0,1,Male,1,DSL,38.047746,-121.030499,0,50.05,0,0,0,,0,0,1,0,Bank Withdrawal,0,0,0,3,0,1,1,1,31,1523.4,0,0.0,0.0,1523.4,1,0
78,22,5.71,3684,Month-to-Month,0,0,Male,1,Fiber Optic,37.461251,-122.235414,0,71.3,0,0,0,Offer D,0,0,0,0,Credit Card,1,0,0,2,1,0,0,0,20,1389.2,0,114.2,0.0,1503.4,1,1
23,59,42.31,4436,Two Year,1,1,Male,1,DSL,33.990646,-117.663025,1,68.05,0,2,2,,1,1,1,1,Bank Withdrawal,1,1,1,4,0,0,0,0,61,4158.25,0,2580.91,0.0,6739.16,1,0
24,52,36.92,4473,One Year,1,0,Female,1,Fiber Optic,34.199787,-118.68493,1,89.35,1,3,1,,0,0,1,1,Bank Withdrawal,1,1,1,4,0,1,1,0,19,1686.85,0,701.48,0.0,2388.33,1,0
40,28,11.75,2597,Month-to-Month,0,0,Male,1,DSL,34.129677,-117.154277,0,49.0,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,3,0,0,0,0,15,749.25,0,176.25,0.0,925.5,1,0
31,3,20.86,4028,Month-to-Month,0,0,Male,1,DSL,33.762351,-117.488725,0,49.4,0,0,0,,0,1,0,0,Bank Withdrawal,1,0,0,1,0,0,0,0,18,874.8,0,375.48,0.0,1250.28,1,1
50,12,19.77,5318,Month-to-Month,1,1,Male,1,DSL,35.846067,-119.004073,1,60.2,0,2,5,Offer D,0,0,0,1,Credit Card,1,0,1,4,0,0,0,1,10,563.5,0,197.7,0.0,761.2,1,0
27,0,27.5,4540,One Year,1,0,Male,0,,41.162295,-124.027381,1,20.4,0,2,3,,0,0,0,1,Credit Card,1,0,1,4,0,0,0,0,1,20.4,0,27.5,0.0,47.9,0,0
52,0,10.46,2066,Month-to-Month,0,0,Female,0,,39.094102,-123.500853,0,21.2,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,4,0,0,0,0,10,222.65,0,104.6,0.0,327.25,0,0
43,8,38.89,3131,Month-to-Month,0,1,Male,1,Fiber Optic,39.003358,-121.022539,0,104.1,1,0,0,Offer E,1,0,0,0,Mailed Check,1,0,0,3,0,1,1,1,5,541.9,0,194.45,0.0,736.35,1,1
65,23,0.0,5583,Two Year,1,1,Female,1,DSL,34.043144,-118.251977,1,53.0,0,1,4,,1,0,1,1,Bank Withdrawal,0,0,1,4,1,1,1,1,68,3656.25,0,0.0,0.0,3656.25,1,0
37,7,44.33,3249,Month-to-Month,0,0,Female,1,Fiber Optic,34.046174,-118.446333,0,78.9,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,2,0,0,0,1,29,2384.15,0,1285.57,0.0,3669.72,1,1
20,71,25.04,3615,Month-to-Month,1,1,Male,1,DSL,41.082472,-121.195215,1,54.35,0,1,6,,0,0,0,1,Credit Card,1,1,1,3,0,0,0,0,31,1647.0,0,776.24,0.0,2423.24,1,0
56,0,22.1,5579,One Year,0,0,Female,0,,39.872961,-120.198876,1,20.05,0,0,3,,0,0,1,1,Bank Withdrawal,1,0,1,5,0,0,0,0,49,923.1,0,1082.9,0.0,2006.0,0,0
44,27,8.94,3246,Two Year,1,0,Female,1,DSL,34.076259,-118.310715,1,79.65,1,1,5,,1,0,0,1,Bank Withdrawal,1,1,1,4,0,1,1,1,48,3870.3,0,429.12,0.0,4299.42,1,0
39,20,38.38,4451,Two Year,0,1,Male,1,DSL,33.798266,-118.300237,1,92.2,1,0,4,Offer A,1,1,1,1,Credit Card,1,1,1,3,0,1,1,1,68,6392.85,0,2609.84,0.0,9002.69,1,0
31,9,17.91,4041,Month-to-Month,0,1,Female,1,Fiber Optic,37.654436,-122.426468,1,88.25,1,0,7,,0,0,0,1,Bank Withdrawal,1,0,1,2,0,0,0,1,17,1460.65,0,304.47,0.0,1765.12,1,1
36,9,0.0,4369,Two Year,0,1,Male,1,Cable,37.862128,-122.075197,0,65.6,0,0,0,,1,1,1,0,Bank Withdrawal,0,1,0,3,0,1,1,1,72,4566.5,0,0.0,0.0,4566.5,1,0
36,3,7.64,5166,Month-to-Month,0,0,Male,1,Fiber Optic,33.290907,-117.202895,0,79.85,1,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,0,0,4,0,0,0,0,54,4308.25,0,412.56,0.0,4720.81,1,0
63,12,0.0,3448,Month-to-Month,0,0,Male,1,Cable,34.139082,-118.39275,0,31.1,0,0,0,Offer D,1,0,1,0,Mailed Check,0,0,0,5,0,0,0,0,14,419.7,0,0.0,0.0,419.7,1,0
30,73,6.49,5982,Month-to-Month,0,1,Female,1,Fiber Optic,34.029043,-118.239504,0,90.05,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,0,0,3,0,1,1,0,21,1862.9,30,136.29,0.0,2029.19,0,0
20,47,44.5,6105,One Year,0,1,Male,1,Fiber Optic,33.141265,-116.967221,0,103.25,1,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,0,0,1,0,1,1,1,58,6017.65,0,2581.0,0.0,8598.65,1,1
39,21,48.22,3017,Month-to-Month,0,0,Male,1,DSL,34.085807,-118.206617,0,46.3,0,0,0,,0,0,0,0,Credit Card,1,0,0,1,0,0,0,0,1,46.3,0,48.22,0.0,94.52,1,1
23,42,38.03,3403,Month-to-Month,0,0,Female,1,Fiber Optic,34.903052,-118.411251,1,78.15,1,0,4,,0,1,1,1,Credit Card,1,0,1,3,0,0,0,0,10,765.15,0,380.3,0.0,1145.45,1,0
32,15,49.14,2456,Month-to-Month,0,0,Male,1,Fiber Optic,34.437945,-119.77191,0,88.45,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,3,0,1,1,1,4,370.65,0,196.56,0.0,567.21,1,1
76,8,35.67,4503,Two Year,0,0,Female,1,Fiber Optic,39.203817,-121.19584,0,72.75,0,0,0,,1,0,0,0,Bank Withdrawal,1,0,0,4,1,0,0,0,4,317.75,0,142.68,0.0,460.43,1,0
29,59,27.84,2738,One Year,0,0,Male,1,Cable,34.758699,-120.275839,0,61.25,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,0,0,3,0,0,0,1,11,729.95,0,306.24,0.0,1036.19,1,0
24,42,7.01,5324,Month-to-Month,0,0,Female,1,Fiber Optic,36.917652,-119.593757,0,76.0,1,0,0,,0,0,1,0,Credit Card,1,0,0,3,0,0,0,0,29,2215.25,0,203.29,0.0,2418.54,1,0
57,29,10.3,4107,Month-to-Month,0,0,Female,1,Fiber Optic,38.148862,-121.737696,0,89.8,0,0,0,Offer D,0,0,1,0,Credit Card,1,0,0,1,0,1,1,1,14,1129.1,0,144.2,0.0,1273.3,1,1
26,76,37.0,4191,Month-to-Month,0,1,Male,1,Fiber Optic,33.889605,-115.257009,0,98.65,0,0,0,,0,0,1,0,Bank Withdrawal,1,1,0,3,0,1,1,1,26,2537.0,0,962.0,0.0,3499.0,1,0
69,20,7.85,4768,One Year,0,0,Female,1,Fiber Optic,33.848733,-117.788357,1,106.85,1,0,8,Offer A,1,1,1,1,Bank Withdrawal,1,0,1,4,1,1,1,1,72,7677.4,100,565.2,0.0,8342.6,0,0
35,16,4.28,5382,One Year,1,0,Male,1,Fiber Optic,34.274846,-116.937581,0,103.8,1,1,0,Offer C,1,1,1,0,Bank Withdrawal,1,0,0,4,0,1,1,1,34,3470.8,0,145.52,0.0,3616.32,1,0
21,0,1.5,5057,Month-to-Month,0,0,Female,0,,39.333737,-120.858667,0,19.9,0,0,0,,0,0,0,0,Credit Card,1,0,0,5,0,0,0,0,1,19.9,0,1.5,0.0,21.4,0,0
49,18,12.57,3922,Two Year,1,1,Male,1,Fiber Optic,36.460611,-121.852507,1,111.8,1,2,10,,1,1,0,1,Credit Card,1,1,1,3,0,1,1,1,48,5443.65,0,603.36,0.0,6047.01,1,0
73,13,0.0,4002,Month-to-Month,0,1,Female,1,DSL,38.883224,-121.15918,0,30.4,0,0,0,,0,0,1,0,Bank Withdrawal,0,0,0,1,1,0,0,0,2,78.65,0,0.0,0.0,78.65,1,1
77,25,23.46,3350,Month-to-Month,0,0,Female,1,Fiber Optic,33.993991,-118.39704,0,75.45,1,0,0,,0,0,1,0,Credit Card,1,0,0,3,1,0,0,0,2,158.4,0,46.92,0.0,205.32,1,1
43,26,16.82,3968,Month-to-Month,0,1,Female,1,Fiber Optic,36.689582,-121.758398,0,101.25,0,0,0,,1,0,1,0,Bank Withdrawal,1,0,0,3,0,1,1,1,15,1457.25,0,252.3,0.0,1709.55,1,1
57,0,35.42,2843,One Year,1,0,Female,0,,34.296574,-118.244839,1,20.3,0,2,2,,0,0,0,1,Credit Card,1,0,1,3,0,0,0,0,2,31.9,0,70.84,0.0,102.74,0,0
37,4,13.01,2294,Month-to-Month,0,0,Female,1,Cable,37.28682,-121.723877,0,55.4,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,1,0,1,1,0,1,55.4,0,13.01,0.0,68.41,1,1
22,58,0.0,5214,Month-to-Month,0,1,Male,1,Cable,36.303666,-119.825657,0,30.2,0,0,0,Offer B,0,0,1,0,Bank Withdrawal,0,0,0,4,0,0,0,0,49,1453.1,0,0.0,0.0,1453.1,1,0
34,8,37.59,5461,Month-to-Month,0,0,Male,1,Fiber Optic,38.805481,-120.13287,0,92.4,1,0,0,,1,1,1,0,Credit Card,1,0,0,3,0,0,0,1,26,2349.8,0,977.34,0.0,3327.14,1,0
34,9,21.85,3519,Month-to-Month,0,0,Male,1,DSL,38.803731,-121.043799,1,54.95,0,0,9,Offer D,0,1,1,1,Credit Card,1,1,1,3,0,0,0,0,10,568.85,0,218.5,0.0,787.35,1,0
64,27,8.4,2496,Month-to-Month,1,0,Male,1,Cable,34.238802,-118.482296,0,54.15,0,1,0,,1,0,0,0,Bank Withdrawal,1,1,0,4,0,0,0,0,23,1312.45,40,193.2,0.0,1545.65,0,0
21,42,0.0,5528,Month-to-Month,0,0,Female,1,DSL,38.99003,-121.114408,1,49.65,0,0,0,Offer B,1,0,1,1,Bank Withdrawal,0,0,0,3,0,1,1,1,51,2553.35,0,0.0,0.0,2553.35,1,0
72,21,1.67,4452,One Year,0,0,Female,1,Fiber Optic,37.794487,-122.42227,0,89.0,1,0,0,,1,0,0,0,Credit Card,1,0,0,4,1,0,0,1,15,1288.3,0,25.05,45.69,1267.66,1,0
37,0,48.06,2173,One Year,0,0,Male,0,,33.781086,-118.199049,1,20.15,0,0,3,,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,22,419.9,0,1057.32,0.0,1477.22,0,0
69,12,47.02,5309,Two Year,0,1,Female,1,Fiber Optic,34.050198,-118.210946,1,96.35,1,0,3,,1,1,1,1,Credit Card,1,1,1,4,1,0,0,0,71,6766.95,0,3338.42,0.0,10105.37,1,0
58,28,34.07,4403,Month-to-Month,1,0,Male,1,DSL,33.947305,-118.439841,0,45.65,0,2,0,Offer D,0,0,1,0,Credit Card,1,0,0,5,0,0,0,0,18,747.2,40,613.26,0.0,1400.46,0,0
58,17,2.88,3335,Month-to-Month,0,0,Male,1,DSL,41.162295,-124.027381,0,54.7,0,0,0,Offer E,0,0,1,0,Credit Card,1,0,0,1,0,0,0,1,3,169.45,0,8.64,0.0,178.09,1,1
21,0,9.2,5747,Two Year,1,0,Male,0,,33.119028,-117.166036,1,25.35,1,2,2,,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,71,1847.55,0,653.2,0.0,2500.75,0,0
20,0,31.53,5577,Two Year,1,0,Female,0,,34.046174,-118.446333,1,24.45,1,2,2,Offer B,0,0,1,1,Credit Card,1,0,1,3,0,0,0,0,56,1385.85,0,1765.68,0.0,3151.53,0,0
54,18,2.19,3670,Month-to-Month,0,0,Male,1,Fiber Optic,36.798882,-120.019511,0,99.95,1,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,0,0,1,0,1,1,1,19,1931.75,0,41.61,0.0,1973.36,1,1
28,41,21.84,2640,Month-to-Month,0,0,Male,1,Fiber Optic,32.886925,-117.152162,0,96.1,0,0,0,,1,0,1,0,Credit Card,1,0,0,4,0,1,1,1,37,3646.8,0,808.08,0.0,4454.88,1,0
59,13,46.99,5114,One Year,0,0,Male,1,Cable,34.039224,-118.266293,1,70.8,0,0,6,,1,1,0,1,Credit Card,1,1,1,3,0,0,0,1,63,4448.8,0,2960.37,0.0,7409.17,1,0
73,9,24.24,4989,Month-to-Month,0,0,Female,1,Cable,33.079834,-117.134275,1,49.55,0,0,1,Offer E,0,1,1,1,Bank Withdrawal,1,0,1,1,1,0,0,0,1,49.55,0,24.24,0.0,73.79,1,1
38,56,22.56,4603,Month-to-Month,1,1,Male,1,Fiber Optic,32.64164,-116.985026,1,90.4,1,3,10,Offer B,0,0,1,1,Credit Card,1,0,1,5,0,0,0,1,55,5099.15,0,1240.8,0.0,6339.95,1,0
70,9,33.22,2091,Month-to-Month,0,0,Female,1,Fiber Optic,38.69508,-121.271616,0,74.4,0,0,0,Offer C,1,0,1,0,Bank Withdrawal,1,0,0,1,1,0,0,0,32,2276.95,0,1063.04,44.31,3295.68,1,1
62,7,37.08,2709,Month-to-Month,0,1,Female,1,Cable,40.03194,-122.176023,1,67.8,0,0,6,Offer D,0,0,1,1,Credit Card,1,0,1,5,0,1,1,1,10,653.15,0,370.8,0.0,1023.95,1,0
24,0,4.27,4722,Two Year,1,0,Female,0,,37.573633,-122.455167,1,24.05,1,2,4,Offer A,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,70,1764.75,0,298.9,0.0,2063.65,0,0
39,0,14.6,2047,Month-to-Month,1,0,Female,0,,33.53604,-116.119222,1,20.45,0,2,8,,0,0,0,1,Credit Card,1,0,1,4,0,0,0,0,18,357.0,0,262.8,0.0,619.8,0,0
78,8,0.0,5433,Month-to-Month,0,1,Male,1,DSL,34.02381,-118.156582,0,39.65,0,0,0,,0,0,1,0,Bank Withdrawal,0,0,0,3,1,1,0,0,1,39.65,20,0.0,0.0,59.65,0,1
26,58,0.0,3345,Two Year,0,1,Male,1,Cable,33.760458,-118.129725,1,38.55,0,0,5,,1,1,0,1,Credit Card,0,0,1,4,0,0,0,0,7,280.0,0,0.0,0.0,280.0,1,0
37,9,5.08,5875,Month-to-Month,0,0,Female,1,Fiber Optic,38.044523,-121.348048,1,89.8,1,0,2,Offer B,0,1,1,1,Bank Withdrawal,1,0,1,3,0,0,0,1,55,4959.6,0,279.4,0.0,5239.0,1,0
46,30,9.06,4278,Two Year,0,1,Female,1,DSL,37.924014,-122.511694,1,87.95,1,0,7,,1,1,0,1,Bank Withdrawal,1,1,1,4,0,1,1,1,71,6365.35,0,643.26,0.0,7008.61,1,0
46,26,0.0,3523,Month-to-Month,0,1,Female,1,DSL,41.027281,-120.669427,0,35.0,0,0,0,,0,1,0,0,Credit Card,0,0,0,4,0,0,0,0,4,135.75,50,0.0,0.0,185.75,0,0
44,15,35.32,5871,Month-to-Month,0,1,Male,1,Fiber Optic,32.730264,-116.950963,0,89.4,1,0,0,Offer B,0,0,0,0,Credit Card,1,0,0,5,0,1,1,0,54,4869.5,0,1907.28,0.0,6776.78,1,0
28,69,39.09,4603,Two Year,1,0,Male,1,Fiber Optic,34.087558,-117.464096,1,97.2,1,2,7,Offer A,0,1,1,1,Bank Withdrawal,1,0,1,3,0,1,1,1,71,6910.3,0,2775.39,0.0,9685.69,1,0
43,0,16.67,2606,Month-to-Month,1,0,Male,0,,38.592745,-121.540036,1,20.45,0,2,3,,0,0,1,1,Bank Withdrawal,1,0,1,5,0,0,0,0,11,250.8,0,183.37,0.0,434.17,0,0
24,51,16.25,4288,Month-to-Month,0,0,Female,1,DSL,34.159007,-118.087353,0,50.7,1,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,4,0,0,0,0,4,214.55,0,65.0,39.92,239.63,1,0
31,19,7.99,4811,One Year,1,1,Female,1,Fiber Optic,38.35363,-121.44195,1,100.3,0,2,7,,0,1,0,1,Bank Withdrawal,1,0,1,3,0,1,1,1,52,5244.45,0,415.48,0.0,5659.93,1,0
31,0,30.64,4797,Two Year,1,0,Female,0,,37.084697,-121.606417,0,25.1,1,3,0,,0,0,1,0,Bank Withdrawal,1,0,0,4,0,0,0,0,43,1070.15,0,1317.52,0.0,2387.67,0,0
68,21,45.81,4880,Month-to-Month,0,0,Female,1,Fiber Optic,33.924143,-117.79387,0,85.7,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,1,1,0,0,1,1,85.7,0,45.81,0.0,131.51,1,1
74,12,48.62,3041,Two Year,0,0,Female,1,Fiber Optic,34.057256,-117.667677,0,79.5,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,4,1,1,0,0,32,2665.0,0,1555.84,0.0,4220.84,1,0
35,53,22.83,5394,Two Year,1,1,Male,1,DSL,37.890274,-122.295192,1,85.45,0,3,9,Offer A,1,1,0,1,Bank Withdrawal,1,1,1,3,0,1,1,1,71,6029.9,0,1620.93,0.0,7650.83,1,0
39,29,42.08,2283,Month-to-Month,1,1,Male,1,Fiber Optic,34.224377,-118.632656,1,91.0,0,2,5,,1,0,1,1,Bank Withdrawal,1,0,1,2,0,1,1,0,6,531.0,0,252.48,0.0,783.48,1,1
41,29,26.01,2934,Two Year,0,1,Female,1,Cable,40.796621,-124.15428,1,81.0,0,0,10,,0,1,1,1,Credit Card,1,1,1,3,0,1,1,1,45,3533.6,0,1170.45,0.0,4704.05,1,0
61,0,34.29,5512,Two Year,0,0,Male,0,,35.842889,-121.004862,1,25.4,1,0,2,Offer A,0,0,0,1,Credit Card,1,0,1,3,0,0,0,0,72,1710.9,0,2468.88,0.0,4179.78,0,0
53,0,7.74,4052,One Year,0,0,Male,0,,36.633498,-119.298895,0,19.15,0,0,0,,0,0,1,0,Credit Card,1,0,0,3,0,0,0,0,35,638.0,0,270.9,0.0,908.9,0,0
25,51,42.81,6483,Month-to-Month,0,0,Female,1,Fiber Optic,38.067204,-122.524004,1,85.6,1,0,9,,0,0,1,1,Bank Withdrawal,1,0,1,4,0,0,0,1,56,4902.8,0,2397.36,0.0,7300.16,1,0
47,4,38.93,5140,Month-to-Month,0,1,Female,1,Cable,40.267158,-123.805913,1,54.25,0,0,6,Offer D,0,0,0,1,Bank Withdrawal,1,1,1,5,0,0,0,0,23,1221.55,0,895.39,0.0,2116.94,1,0
25,59,32.16,6171,Two Year,1,1,Female,1,Fiber Optic,36.863303,-121.781632,1,100.45,1,2,4,Offer A,0,1,0,1,Bank Withdrawal,1,1,1,3,0,1,1,0,71,7159.7,0,2283.36,16.12,9426.94,1,0
71,2,5.87,3061,One Year,0,0,Male,1,Fiber Optic,34.157137,-118.548511,0,99.0,1,0,0,,1,0,1,0,Bank Withdrawal,1,0,0,4,1,1,0,1,48,4744.35,0,281.76,0.0,5026.11,1,0
28,0,12.87,5398,Two Year,0,0,Female,0,,41.336354,-124.044354,1,19.4,0,0,8,,0,0,0,1,Bank Withdrawal,1,0,1,3,0,0,0,0,72,1496.45,0,926.64,0.0,2423.09,0,0
62,19,0.0,4574,Two Year,0,1,Male,1,DSL,38.005839,-122.638155,0,56.75,0,0,0,,0,0,0,0,Bank Withdrawal,0,1,0,4,0,1,1,1,22,1304.85,0,0.0,0.0,1304.85,1,0
52,30,36.24,5670,Month-to-Month,0,1,Female,1,DSL,33.925833,-117.559639,0,61.65,1,0,0,Offer D,0,1,1,0,Mailed Check,1,1,0,1,0,0,0,0,12,713.75,0,434.88,0.0,1148.63,1,1
53,17,22.95,5791,Two Year,0,1,Male,1,Fiber Optic,33.914775,-118.348083,1,109.75,1,0,6,,1,0,1,1,Credit Card,1,1,1,3,0,1,1,1,72,7758.9,0,1652.4,0.0,9411.3,1,0
47,18,0.0,5840,Two Year,0,1,Male,1,DSL,39.872961,-120.198876,1,39.15,0,0,1,,0,1,1,1,Credit Card,0,1,1,3,0,0,0,0,70,2692.75,0,0.0,0.0,2692.75,1,0
43,6,34.34,4544,Month-to-Month,0,0,Male,1,Fiber Optic,34.101608,-118.055848,0,81.15,1,0,0,Offer E,0,1,1,0,Bank Withdrawal,1,0,0,4,0,0,0,0,9,784.45,50,309.06,0.0,1143.51,0,0
65,5,16.65,6441,One Year,0,1,Male,1,Fiber Optic,34.273872,-114.192901,1,103.15,1,0,1,,1,0,1,1,Bank Withdrawal,1,0,1,3,1,1,1,1,65,6792.45,0,1082.25,0.0,7874.7,1,0
51,12,19.63,4977,One Year,1,0,Female,1,DSL,34.907911,-119.234281,1,54.15,0,1,5,Offer D,0,1,0,1,Bank Withdrawal,1,1,1,3,0,0,0,0,13,701.05,0,255.19,0.0,956.24,1,0
